,NOME,DATA DE NASCIMENTO,ALTURA,NACIONALIDADE,POSIÇÃO,TEMPORADA,EQUIPE,LIGA,J,MIN,PTS,2FGP,3FGP,FT,RO,RD,RT,AS,PF,BS,ST,TO,RNK
1,Jeniffer Silva,2002-11-04,"1,92",BRA,PF/C,17-18,UNINASSAU,BRA-11,1,1.0,0.0,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Jeniffer Silva,2002-11-04,"1,92",BRA,PF/C,2019,UNINASSAU,BRA-11,1,1.0,0.0,0.0%,0.0%,0.0%,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Jeniffer Silva,2002-11-04,"1,92",BRA,PF/C,2022,Gloria do Goita,BRA-11,9,9.7,2.6,37.9%,0.0%,25.0%,0.8,1.7,2.4,0.2,1.0,0.0,0.4,0.3,2.2
4,Jeniffer Silva,2002-11-04,"1,92",BRA,PF/C,24-25,S.Florida,NCAA1,5,3.4,0.4,25.0%,0.0%,0.0%,1.0,1.0,2.0,0.0,0.4,0.0,0.0,0.2,0.8
