,NOME,DATA DE NASCIMENTO,ALTURA,NACIONALIDADE,POSIÇÃO,TEMPORADA,EQUIPE,LIGA,J,MIN,PTS,2FGP,3FGP,FT,RO,RD,RT,AS,PF,BS,ST,TO,RNK
1,Kamilla Cardoso,2001-04-30,"2,01",BRA,C,20-21,Syracuse,NCAA1,24,23.5,13.6,57.9%,0.0%,60.2%,3.4,4.6,8.0,0.7,2.7,2.7,0.6,1.8,15.4
2,Kamilla Cardoso,2001-04-30,"2,01",BRA,C,21-22,S.Carolina,NCAA1,32,13.3,5.4,55.3%,0.0%,71.7%,1.9,3.2,5.1,1.0,1.5,1.4,0.3,1.2,8.4
3,Kamilla Cardoso,2001-04-30,"2,01",BRA,C,22-23,S.Carolina,NCAA1,36,18.7,9.8,55.9%,0.0%,69.4%,3.7,4.8,8.5,0.9,1.9,1.9,0.4,1.1,14.6
4,Kamilla Cardoso,2001-04-30,"2,01",BRA,C,23-24,S.Carolina,NCAA1,33,25.2,14.4,59.3%,100.0%,65.9%,3.7,6.0,9.7,2.0,2.0,2.5,0.6,1.5,20.3
5,Kamilla Cardoso,2001-04-30,"2,01",BRA,C,2024,Chicago S.,WNBA,32,27.3,9.8,52.1%,0.0%,72.6%,3.0,4.9,7.9,1.7,3.2,1.4,0.5,1.5,12.3
6,Kamilla Cardoso,2001-04-30,"2,01",BRA,C,24-25,Shanghai,CHN-11,28,31.9,21.4,64.8%,0.0%,71.2%,4.5,6.0,10.5,3.4,1.3,0.0,1.2,2.7,25.9
