,NOME,DATA DE NASCIMENTO,ALTURA,NACIONALIDADE,POSIÇÃO,TEMPORADA,EQUIPE,LIGA,J,MIN,PTS,2FGP,3FGP,FT,RO,RD,RT,AS,PF,BS,ST,TO,RNK
1,Maisa Pereira,2002-03-20,"1,83",BRA,PF,21-22,Neptunas,WBBL-11,25,25.9,13.0,57.6%,29.6%,64.1%,2.7,3.9,6.6,1.3,3.1,0.6,0.7,2.2,14.2
2,Maisa Pereira,2002-03-20,"1,83",BRA,PF,21-22,Neptunas,LTU-11,8,22.5,7.6,51.0%,0.0%,64.3%,2.4,2.6,5.0,1.6,2.9,0.1,1.4,1.4,9.3
3,Maisa Pereira,2002-03-20,"1,83",BRA,PF,2022,Mesquita,BRA-11,11,18.0,3.6,46.9%,0.0%,62.5%,1.0,2.9,3.9,1.0,2.6,0.2,0.4,1.1,5.5
4,Maisa Pereira,2002-03-20,"1,83",BRA,PF,22-23,LCC Klaipeda,WBBL-11,20,26.9,12.2,57.0%,15.8%,66.7%,2.8,6.4,9.2,2.2,3.0,0.3,1.2,1.8,19.3
5,Maisa Pereira,2002-03-20,"1,83",BRA,PF,22-23,LCC Klaipeda,LTU-11,5,31.6,10.0,42.9%,0.0%,73.7%,4.6,6.0,10.6,2.6,3.8,0.2,1.8,3.6,15.0
6,Maisa Pereira,2002-03-20,"1,83",BRA,PF,23-24,LCC Klaipeda,WBBL-11,24,23.2,8.3,52.9%,0.0%,65.8%,3.1,4.6,7.7,3.6,2.9,0.3,1.1,2.3,14.3
7,Maisa Pereira,2002-03-20,"1,83",BRA,PF,23-24,LCC Klaipeda,LTU-11,16,24.9,11.8,57.7%,0.0%,67.1%,3.4,4.3,7.8,2.4,3.2,0.6,0.9,1.7,17.3
8,Maisa Pereira,2002-03-20,"1,83",BRA,PF,24-25,LCC Klaipeda,WBBL-11,9,23.9,8.8,62.0%,0.0%,70.8%,2.9,4.9,7.8,2.0,3.4,0.2,1.0,1.2,14.8
9,Maisa Pereira,2002-03-20,"1,83",BRA,PF,24-25,LCC Klaipeda,LTU-11,9,25.4,7.7,47.1%,0.0%,77.8%,3.0,5.0,8.0,3.3,3.3,0.8,1.1,2.2,14.6
