,NOME,DATA DE NASCIMENTO,ALTURA,NACIONALIDADE,POSIÇÃO,TEMPORADA,EQUIPE,LIGA,J,MIN,PTS,2FGP,3FGP,FT,RO,RD,RT,AS,PF,BS,ST,TO,RNK
1,Hamilton Gonçalves,2000-x-x,"2,08",BRA,C,20-21,Lake Land,JUCO,11,1.0,0.9,44.4%,0.0%,16.7%,0.2,0.5,0.6,0.3,1.2,0.0,0.0,0.3,0.0
2,Hamilton Gonçalves,2000-x-x,"2,08",BRA,C,21-22,Lake Land,JUCO,9,1.0,1.8,40.0%,0.0%,57.1%,0.7,1.0,1.7,0.0,1.4,0.1,0.0,0.3,0.0
3,Hamilton Gonçalves,2000-x-x,"2,08",BRA,C,22-23,West Hills Lem.,JUCO,27,5.1,3.7,58.3%,14.3%,65.1%,1.4,3.5,4.9,0.7,2.3,0.7,0.0,1.3,0.0
