,NOME,DATA DE NASCIMENTO,ALTURA,NACIONALIDADE,POSIÇÃO,TEMPORADA,EQUIPE,LIGA,J,MIN,PTS,2FGP,3FGP,FT,RO,RD,RT,AS,PF,BS,ST,TO,RNK
1,Rodolfo Bolis,2003-12-05,"2,03",BRA,F,2021,Pines,GOOD-4,5,4.2,0.8,25.0%,0.0%,0.0%,0.6,0.6,1.2,0.4,0.4,0.0,0.6,0.0,1.0
2,Rodolfo Bolis,2003-12-05,"2,03",BRA,F,21-22,EIU,NCAA1,29,24.8,6.2,46.3%,25.7%,43.1%,2.0,3.0,5.0,1.4,2.5,0.6,1.2,2.0,5.2
3,Rodolfo Bolis,2003-12-05,"2,03",BRA,F,22-23,EIU,NAIA,1,4.0,0.0,0.0%,0.0%,0.0%,1.0,1.0,2.0,2.0,1.0,0.0,4.0,0.0,4.0
4,Rodolfo Bolis,2003-12-05,"2,03",BRA,F,22-23,EIU,NCAA1,10,5.2,1.9,60.0%,0.0%,9.1%,0.9,0.7,1.6,0.4,0.8,0.1,1.0,0.4,2.2
5,Rodolfo Bolis,2003-12-05,"2,03",BRA,F,23-24,EIU,NCAA1,31,11.4,1.7,40.4%,0.0%,48.0%,1.3,2.0,3.3,0.5,2.1,0.7,0.6,0.5,2.8
6,Rodolfo Bolis,2003-12-05,"2,03",BRA,F,24-25,EIU,NCAA1,24,17.3,2.9,35.0%,0.0%,36.8%,1.5,2.1,3.6,1.0,2.7,0.4,1.0,1.3,1.9
