,NOME,DATA DE NASCIMENTO,ALTURA,NACIONALIDADE,POSIÇÃO,TEMPORADA,EQUIPE,LIGA,J,MIN,PTS,2FGP,3FGP,FT,RO,RD,RT,AS,PF,BS,ST,TO,RNK
1,Pedro Ribeiro,2002-01-23,"1,87",BRA,F,2018,Minas,BRA-4,3,6.0,0.7,50.0%,0.0%,0.0%,0.0,0.3,0.3,0.0,0.7,0.0,0.0,0.3,-0.7
2,Pedro Ribeiro,2002-01-23,"1,87",BRA,F,2019,Minas,BRA-4,7,27.6,9.0,37.5%,34.2%,92.3%,0.9,1.9,2.7,2.7,2.1,0.1,0.9,3.3,6.4
3,Pedro Ribeiro,2002-01-23,"1,87",BRA,F,2021,Minas,BRA-4,15,23.9,6.4,41.4%,29.3%,75.0%,0.5,2.3,2.8,2.7,1.5,0.1,0.7,3.1,4.9
4,Pedro Ribeiro,2002-01-23,"1,87",BRA,F,21-22,Electrico FC,POR-2,20,16.0,4.8,46.7%,33.9%,50.0%,0.5,0.8,1.2,1.1,0.8,0.0,0.4,1.5,2.5
5,Pedro Ribeiro,2002-01-23,"1,87",BRA,F,24-25,Portimonense,POR-2,2,1.5,2.5,100.0%,50.0%,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
