,NOME,DATA DE NASCIMENTO,ALTURA,NACIONALIDADE,POSIÇÃO,TEMPORADA,EQUIPE,LIGA,J,MIN,PTS,2FGP,3FGP,FT,RO,RD,RT,AS,PF,BS,ST,TO,RNK
1,Tarek Santana,2001-04-08,"2,05",BRA,PF/C,2019,Paulistano,BRA-4,13,10.6,3.4,60.6%,0.0%,57.1%,1.2,1.8,3.1,0.3,1.5,0.4,0.2,0.6,4.3
2,Tarek Santana,2001-04-08,"2,05",BRA,PF/C,2021,Londrina,BRA-2,10,20.4,6.5,55.8%,16.7%,66.7%,2.4,5.0,7.4,0.3,3.3,1.3,0.1,1.5,7.3
3,Tarek Santana,2001-04-08,"2,05",BRA,PF/C,2022,Coritiba,BRA-2,11,30.4,8.6,53.1%,13.6%,47.4%,1.8,4.1,5.9,1.2,2.4,0.7,0.7,3.7,4.6
4,Tarek Santana,2001-04-08,"2,05",BRA,PF/C,2022,Sao Paulo,BRA-5,15,12.9,5.3,58.0%,20.0%,39.1%,2.1,1.1,3.2,0.2,1.9,0.6,1.4,1.4,5.3
5,Tarek Santana,2001-04-08,"2,05",BRA,PF/C,2023,Coritiba,BRA-5,8,25.6,11.8,50.0%,20.0%,55.8%,2.8,4.6,7.4,1.4,3.4,1.6,1.3,3.5,13.6
6,Tarek Santana,2001-04-08,"2,05",BRA,PF/C,23-24,Vasco da Gama,BRA-1,9,2.4,0.7,33.3%,0.0%,50.0%,0.4,0.4,0.9,0.1,0.0,0.1,0.1,0.4,0.9
