,NOME,DATA DE NASCIMENTO,ALTURA,NACIONALIDADE,POSIÇÃO,TEMPORADA,EQUIPE,LIGA,J,MIN,PTS,2FGP,3FGP,FT,RO,RD,RT,AS,PF,BS,ST,TO,RNK
1,Matheus Penteado,2001-05-29,"2,03",BRA,SF,2022,Praia,BRA-5,15,16.2,5.1,35.7%,28.9%,72.2%,1.5,1.0,2.5,0.4,1.1,0.2,0.3,0.7,3.5
2,Matheus Penteado,2001-05-29,"2,03",BRA,SF,2023,Praia,BRA-2,11,11.5,3.7,60.0%,42.1%,71.4%,0.4,1.6,2.0,0.2,1.3,0.2,0.5,0.6,3.1
3,Matheus Penteado,2001-05-29,"2,03",BRA,SF,2023,Praia,BRA-5,16,16.4,4.4,43.6%,26.2%,37.5%,1.1,2.3,3.4,0.3,2.3,0.7,0.4,0.9,2.9
