,NOME,DATA DE NASCIMENTO,ALTURA,NACIONALIDADE,POSIÇÃO,TEMPORADA,EQUIPE,LIGA,J,MIN,PTS,2FGP,3FGP,FT,RO,RD,RT,AS,PF,BS,ST,TO,RNK
1,Angelo Consorte,2004-04-15,"2,01",BRA,C,22-23,Arkansas Tech,NCAA2,5,3.6,0.8,100.0%,0.0%,100.0%,0.8,0.4,1.2,0.2,0.4,0.0,0.0,0.0,1.8
2,Angelo Consorte,2004-04-15,"2,01",BRA,C,23-24,Labette CC,JUCO,30,8.5,6.8,58.5%,28.6%,60.2%,1.1,2.1,3.2,0.6,1.5,0.1,0.6,1.8,0.0
3,Angelo Consorte,2004-04-15,"2,01",BRA,C,24-25,Aurora,NCAA1,1,4.0,0.0,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0
