,NOME,DATA DE NASCIMENTO,ALTURA,NACIONALIDADE,POSIÇÃO,TEMPORADA,EQUIPE,LIGA,J,MIN,PTS,2FGP,3FGP,FT,RO,RD,RT,AS,PF,BS,ST,TO,RNK
1,Pedro Leopoldino,1998-01-17,"2,06",BRA,C,2018,Sao Jose,BRA-4,10,13.0,6.6,50.0%,0.0%,44.4%,1.8,2.7,4.5,0.3,2.0,0.1,0.3,1.2,6.2
2,Pedro Leopoldino,1998-01-17,"2,06",BRA,C,2021,Blumenau,BRA-2,2,4.5,2.5,100.0%,25.0%,0.0%,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,-0.5
3,Pedro Leopoldino,1998-01-17,"2,06",BRA,C,2022,Sorocabana,BRA-2,5,4.4,0.8,33.3%,0.0%,0.0%,0.2,1.2,1.4,0.2,1.2,0.2,0.0,0.4,0.0
4,Pedro Leopoldino,1998-01-17,"2,06",BRA,C,2022,Salto Uru.,URU-3,15,35.0,16.7,48.1%,0.0%,65.7%,2.4,8.0,10.4,2.9,2.3,1.3,0.6,3.1,20.8
5,Pedro Leopoldino,1998-01-17,"2,06",BRA,C,23-24,Jachal,ARG-2,12,32.6,13.2,43.4%,0.0%,69.4%,2.3,5.8,8.1,1.6,1.7,0.3,0.9,3.1,14.1
6,Pedro Leopoldino,1998-01-17,"2,06",BRA,C,24-25,Univ.Catolica,CHI-20,10,28.7,11.2,39.6%,20.0%,52.5%,4.4,7.4,11.8,2.5,1.9,0.5,0.4,2.6,11.9
7,Pedro Leopoldino,1998-01-17,"2,06",BRA,C,2025,Univ.Catolica,CHI-1,10,29.4,11.9,47.9%,16.7%,70.3%,2.2,6.5,8.7,2.2,2.9,0.5,0.5,2.6,14.2
